,,text,mentions,choose_one,class_label,
135,1,I’ve pre ordered Fifa 19 and my download code is pending verification. If I don’t get the code by tomorrow what was the point in me paying to get early access to the game? @MyAmazon @AmazonHelp @amazon @EASPORTSFIFA,"[{'screen_name': 'MyAmazon', 'name': 'MyAmazon', 'id': 2390062825, 'id_str': '2390062825', 'indices': [172, 181]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [182, 193]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [194, 201]}, {'screen_name': 'EASPORTSFIFA', 'name': 'EA SPORTS FIFA', 'id': 105297123, 'id_str': '105297123', 'indices': [202, 215]}]",,2,
136,1,WHAT HAPPENED TO MY PACKAGE??? WHY IS IT LEAKING ?!!@amazon @AmazonHelp https://t.co/DDITb0UeNQ,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [60, 71]}]",,2,
137,1,"Nice. @AmazonHelp leaves a package outside of the delivery address on the sidewalk and it was surprisingly not there!
WTF kind of delivery is this? https://t.co/qalGkKD2Xh","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [6, 17]}]",,2,
138,4,Bon @AmazonHelp je croyais que c’était vous qui remboursiez quand y avait un soucis ?! Je vais quand même pas m’asseoir sur 132€ ?! 😭😭😭,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [4, 15]}]",,2,
139,4,"Take a rest @amazonIN You tired bruh!

@AmazonHelp @AmazonUSA_ @amazon @Sony #cahsback https://t.co/deonYobwIn","[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [12, 21]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [39, 50]}, {'screen_name': 'AmazonUSA_', 'name': 'Amazon USA 🔵', 'id': 791994106436288512, 'id_str': '791994106436288512', 'indices': [51, 62]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [63, 70]}, {'screen_name': 'Sony', 'name': 'Sony', 'id': 34442404, 'id_str': '34442404', 'indices': [71, 76]}]",,2,
140,1,"Another PRIME ex of how @amazon can’t monitor delivery drivers. Prob 6 incorrectly del’d (photo) or never del’d to our addy (my order last wk) since June. Why @AmazonHelp? Guess Jordyn shld be happy for pkg I’m del’g 3 blks away. Does Thomas St. = Belmont Ave.? Me thinks, NO!!! https://t.co/RvlVRmklIe","[{'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [24, 31]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [159, 170]}]",,2,
141,4,"Scheinbar verkackt jetzt @AmazonHelp auch noch die SameDay/EveningExpress an die Privatadresse. Schön langsam frag ich mich schon, für was ich da bei Prime bezahle…","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [25, 36]}]",,2,
142,4,Evet birazdan gönderdiğiniz gibi gece 12yi geçmeden gelecek sanırım dronela dağıtıma başlamışsınız @AmazonHelp https://t.co/LVcZ2qHBl4,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [99, 110]}]",,2,
143,4,"Y pa cuando mi paquete amigos @amazonmex  @AmazonHelp y mi beneficio de la entrega Prime, por la flojera de su repartidor... No tengo mi paquete.","[{'screen_name': 'amazonmex', 'name': 'Amazon México', 'id': 2910407244, 'id_str': '2910407244', 'indices': [30, 40]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [42, 53]}]",,2,
144,1,When your fire stick keeps restarting itself 👌@AmazonHelp,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [46, 57]}]",,2,
145,1,"Nice try, spammer—NOT!

CC: @AmazonHelp https://t.co/uqYVwFPd06","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [28, 39]}]",,2,
146,4,Bon @AmazonHelp après toutes nos mésaventures je me doutais qu'on sarreterai pas la ! Ups à bien déposé la chaise chez vous mais quand je téléphone chez vous on me dit que le colis est la maissss quil est pas dans l'entrepôt ? Je fais quoi avec vous moi ? Tribunal ?,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [4, 15]}]",,2,
147,4,"No, @goodreads. HELL NO! Have some decency. @amazon @AmazonHelp https://t.co/4l2io3f9Jl","[{'screen_name': 'goodreads', 'name': 'goodreads', 'id': 15898172, 'id_str': '15898172', 'indices': [4, 14]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [44, 51]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [52, 63]}]",,2,
148,4,"Coucou @AmazonHelp ! Merci pour l’enveloppe 😉 mais j’avais commandé un truc qui devait, normalement, être dedans 🤨 https://t.co/eFbQsGPT7I","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [7, 18]}]",,2,
149,4,"Bonsoir @AmazonHelp je n'ai pas reçu mon colis alors que sur le site il dit qu'il a été remis en main propre, je n'ai pas non plus d'avis de passage dans ma boite au lettre, normal ? https://t.co/U3FDjiriMR","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [8, 19]}]",,2,
150,3,Thank you to the lovely man from @amazondepo @amazon @AmazonHelp near Manchester Airport who stopped to help me change my flat tyre while I was with my kids. Hope this tweet gets to you as a thank you!! @sharris1972 #RandomActsOfKindness #ItsNiceToBeNice ❤️ 😊 https://t.co/LS5BsOFZbT,"[{'screen_name': 'amazondepo', 'name': 'amazondepo', 'id': 962314763073212421, 'id_str': '962314763073212421', 'indices': [33, 44]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [45, 52]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [53, 64]}, {'screen_name': 'sharris1972', 'name': '#hellomynameisSara', 'id': 223989500, 'id_str': '223989500', 'indices': [203, 215]}]",,2,
151,1,6 day later and @YodelOnline have finally delivered my parcel. Amazon Prime is a joke when it’s delivered by Yodel! @AmazonHelp,"[{'screen_name': 'YodelOnline', 'name': 'Yodel', 'id': 532135503, 'id_str': '532135503', 'indices': [16, 28]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [116, 127]}]",,2,
152,4,"Einen Lieferzeitraum von 10 Stunden halte ich nicht für sinnvoll. Warum kann man keinen Zeitrahmen nennen, so wie @DHLPaket das macht? 
Jetzt sitze ich hier seit 11 Uhr und muss bis 21 Uhr ausharren. Das ist  verbesserungswürdig!
#AmazonLogistics @AmazonHelp","[{'screen_name': 'DHLPaket', 'name': 'DHL Paket', 'id': 42414621, 'id_str': '42414621', 'indices': [114, 123]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [247, 258]}]",,2,
153,1,"Hello Amazon,
@amazonIN
 
@AmazonHelp
 , 
@oneplus
 
@OnePlus_IN
 , 
@OnePlus_Support
 
As per ur offer on Oneplus6 in May, it was clearly mentioned that if 2 referrals out of 3 are used, then we get bullet headphones for free.

This promise isnt yet fulfilled.","[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [14, 23]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [26, 37]}, {'screen_name': 'oneplus', 'name': 'OnePlus', 'id': 2196922086, 'id_str': '2196922086', 'indices': [42, 50]}, {'screen_name': 'OnePlus_IN', 'name': 'OnePlus India', 'id': 3138727082, 'id_str': '3138727082', 'indices': [53, 64]}, {'screen_name': 'OnePlus_Support', 'name': 'OnePlus Support', 'id': 3124020169, 'id_str': '3124020169', 'indices': [69, 85]}]",,2,
154,1,Still waiting @AmazonUK @AmazonHelp for someone to ring me about someone using MY card for amazon prime.  Would like to sort this ASAP as its making me physically ill knowing someone used my card &amp, Amazon are protecting them more then ME.,"[{'screen_name': 'AmazonUK', 'name': 'Amazon.co.uk', 'id': 209004862, 'id_str': '209004862', 'indices': [14, 23]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [24, 35]}]",,2
155,1,"dear @AmazonHelp apparently my package was delivered yesterday, but it wasn't. my husband and i were home all day and no one ever rang our doorbell. when i saw the update, i went to get it and it wasn't there. please advise.","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [5, 16]}]",,2,
156,1,is the .co.uk website down? My browser cannot connect. @AmazonHelp,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [55, 66]}]",,2,
157,1,Not sure how leaving my parcel in my front garden with no shelter can be classed as a 'safe place' - especially since I have a safe place on my account as well. Top idea in British weather too... @AmazonHelp,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [196, 207]}]",,2,
158,4,"Bonjour @AmazonHelp , j’ai besoin de votre aide ! On passe en DM ...","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [8, 19]}]",,2,
159,4,Changez rien @AmazonHelp vous êtes parfaits. https://t.co/Ru0Tbj9FVi,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [13, 24]}]",,2,
160,1,"I'm still waiting for @AmazonUK , yet another deadline missed, the team dealing with the complaint keeps changing now the #Communities Team and guess what? Another delay of up to 5 days before this matter is addressed. That will be 12 days- unbelievable! @AmazonHelp https://t.co/hC6T5Xmav0","[{'screen_name': 'AmazonUK', 'name': 'Amazon.co.uk', 'id': 209004862, 'id_str': '209004862', 'indices': [22, 31]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [255, 266]}]",,2,
161,1,"Well Guwahati Amazon Transportation service is on a mission to return every product anyone order without even attempting delivery. 
Had a problem once with Flipkart regarding delivery but got A1 support from @flipkartsupport 👌
 @AmazonHelp OTOH asked me to change my home lol!😂","[{'screen_name': 'flipkartsupport', 'name': 'flipkartsupport', 'id': 951522626, 'id_str': '951522626', 'indices': [208, 224]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [228, 239]}]",,2,
162,4,Kaç yıldır Türkiye pazarı için hazırlık yapıyorsun #amazonturkiye işini yapamayan #MNGkargo yu mu seçtin. Pazartesi teslim ürünümü yoğunluktan şubeye gelin alın diyorlar. https://t.co/eA0xAPdVA9'a devam seneye düşünürüz. @awscloud @AmazonHelp @amazon @amazonturkish,"[{'screen_name': 'awscloud', 'name': 'Amazon Web Services', 'id': 66780587, 'id_str': '66780587', 'indices': [221, 230]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [231, 242]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [243, 250]}, {'screen_name': 'amazonturkish', 'name': 'Amazon Türkiye', 'id': 2274890671, 'id_str': '2274890671', 'indices': [251, 265]}]",,2,
163,1,"Tried explaining to the woman on amazon chat that the grumpy delivery driver wouldn’t take the half put together storage shed away for a return, she insured me he would!! He turns up today and funny that he said he cannot take it away because it’s half put together😡@AmazonHelp","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [266, 277]}]",,2,
164,1,"What the hell is wrong with @AmazonUK tracking on the app? What is the point in telling me it's 7 stops away if that time isn't quantifiable? Sometimes that means within the next 30 mins OR anytime within the next 5 hours, utterly useless information @AmazonHelp","[{'screen_name': 'AmazonUK', 'name': 'Amazon.co.uk', 'id': 209004862, 'id_str': '209004862', 'indices': [28, 37]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [251, 262]}]",,2,
165,3,Thanks @JeffBezos @AmazonHelp!!Xavier and Xander love the art supplies!! Where can they send some works of art? We would love to send some to you! https://t.co/oyQDCcfLL1,"[{'screen_name': 'JeffBezos', 'name': 'Jeff Bezos', 'id': 15506669, 'id_str': '15506669', 'indices': [7, 17]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [18, 29]}]",,2,
166,3,Hey  @AmazonHelp @ProsaicView : Thank You for the Follows / Mentions / Likes.,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [5, 16]}, {'screen_name': 'ProsaicView', 'name': 'Prosenjit Datta', 'id': 65642947, 'id_str': '65642947', 'indices': [17, 29]}]",,2,
167,1,"Dear @AmazonUK,  how on Earth do you lose a vacuum cleaner? Did it drop behind the  couch? Fell through the seam of your pocket and into the lining? @AmazonHelp","[{'screen_name': 'AmazonUK', 'name': 'Amazon.co.uk', 'id': 209004862, 'id_str': '209004862', 'indices': [5, 14]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [149, 160]}]",,2,
168,1,Bought portable charger from @amazonIN now it is stop working . Need warranty seller rejected @AmazonHelp  what can I do now?,"[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [29, 38]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [94, 105]}]",,2,
169,1,:( i just want to cancel my package bc i thought the first order had cancelled and bought it again with different shipping so now i’m getting two phones when i can barely afford one @AmazonHelp please help me before i kms,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [182, 193]}]",,2,
170,3,"Good bye @amazonIN @AmazonHelp , Thank you very much for your service","[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [9, 18]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [19, 30]}]",,2,
171,1,"So guys at @BlueDart_ down to a new low in unprofessional behaviour, do you think customers are just fools to prepay an order to wait and read your nonsense updates like ""fake address/booking"", @AmazonHelp Why can't you'll just bring in a noteworthy change wrt to logistics?","[{'screen_name': 'BlueDart_', 'name': 'Blue Dart Official', 'id': 3724791493, 'id_str': '3724791493', 'indices': [11, 21]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [194, 205]}]",,2,
172,1,"Dear @AmazonHelp, I'm sorry @AmazonUK are having a hard time finding my ordered item. Good news, it's in stock at this really great place online - @amazon! Any chance they could get it from there for me? 🙄😆🙃
Thanks! 

https://t.co/PPziJDHc2T https://t.co/ZvttvLs60q","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [5, 16]}, {'screen_name': 'AmazonUK', 'name': 'Amazon.co.uk', 'id': 209004862, 'id_str': '209004862', 'indices': [28, 37]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [147, 154]}]",,2,
173,4,6ans que je commande chez @AmazonHelp aucun souci sauf depuis mes 3 dernières commandes. Non livré ou pas la bonne quantité. En espérant que ça reprenne comme avant,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [26, 37]}]",,2,
174,4,Sono così sfigata che manco @AmazonHelp mi regala le pop funko,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [28, 39]}]",,2,
175,4,#Absentia kommt 2019 zurück mit ner 2. Staffel (mit #StanaKatic) https://t.co/qRCnsIxOMA @PrimeVideoDE @AmazonHelp #istjaschonbald2019,"[{'screen_name': 'PrimeVideoDE', 'name': 'Prime Video DE', 'id': 22926019, 'id_str': '22926019', 'indices': [89, 102]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [103, 114]}]",,2,
176,1,"my account was on hold without any confirmation my account goes on permanent hold very disgusting i was a prime customers @AmazonHelp  
@MyAmazon  @amazon","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [122, 133]}, {'screen_name': 'MyAmazon', 'name': 'MyAmazon', 'id': 2390062825, 'id_str': '2390062825', 'indices': [136, 145]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [147, 154]}]",,2,
177,1,"Hi @AmazonHelp !
I'm trying to order new Kindle, carefully select one. And the outcome is in picture attached. Totally disappointed :( https://t.co/h6x2wfrYtx","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [3, 14]}]",,2,
178,1,Sick of calling amazon two times without any resolution of my issue. @amazonIN @AmazonHelp,"[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [69, 78]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [79, 90]}]",,2,
179,1,Hey @AmazonHelp is there a reason I can’t buy this book? All I can do is download a sample but I would like the whole book https://t.co/SHmLL9xD9g,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [4, 15]}]",,2,
180,1,"Why have you change the prepaid return option to the Post Office @AmazonHelp, who apparently can not scan the QR codes you are issuing to customers?  Maybe someone forgot to check the practicality of using QR codes?? #fail","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [65, 76]}]",,2,
181,4,.@AmazonESP @AmazonHelp llevo reclamando desde el 14 de septiembre una factura modificada por mail para que me digan que me la mandan y no lo hacen. Me llaman cuando he especificado que no puedo atender el teléfono. Me planteo devolver el microondas de los c***nes,"[{'screen_name': 'AmazonESP', 'name': 'Amazon.es', 'id': 348339816, 'id_str': '348339816', 'indices': [1, 11]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [12, 23]}]",,2,
182,1,"Dear @WholeFoods, can we please have vegan fruit tart / pie in your bakery? It’s incredibly absurd that an awesome dessert full of berries and kiwi is put in a crust that has eggs or dairy.
Thanks.
#vegan #WFPB
@AmazonHelp https://t.co/maOm7yqWFh","[{'screen_name': 'WholeFoods', 'name': 'Whole Foods Market', 'id': 15131310, 'id_str': '15131310', 'indices': [5, 16]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [211, 222]}]",,2,
183,4,Comme j’ai pas de chance 3 colis reçus car j’avais le haut du meuble abîmé encore plus abîmé que l’originale je laisse tomber @AmazonHelp https://t.co/ktrUn5z4Rg,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [126, 137]}]",,2,
184,3,"Gotta say, @AmazonHelp customer service is pretty decent! 👌🏾","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [11, 22]}]",,2,
185,1,"Hi @AmazonHelp your delivery agent has cancelled the delivery on two consecutive days, citing my unavailability. However, I have not been contacted by him and he isn't answering my calls. I ordered through Prime last week and I still haven't received the product.","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [3, 14]}]",,2,
186,1,"My order is undelivered since 2 days whenever I have called the E-Commerce given number calling rudely and denied the delivery on time.
Order ID = 248575610
Really disappointed with the delivery from amazon.@AmazonHelp","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [207, 218]}]",,2,
187,1,Stupid @AmazonHelp tells me to deal with the seller !!!!!! Why do we have to deal with amazon if we have to contact the seller !!!!! @amazon must go down,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [7, 18]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [133, 140]}]",,2,
188,4,Salut @AmazonNewsFR @AmazonHelp @amazon juste pour savoir quand est ce que ce produits sera dispo ?😅 Et si vous avez un petit bon d'achat qui traine ? 🤷‍♂️Des bisous https://t.co/V7Q5AUqPxI,"[{'screen_name': 'AmazonNewsFR', 'name': 'AmazonNewsFR', 'id': 3823924421, 'id_str': '3823924421', 'indices': [6, 19]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [20, 31]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [32, 39]}]",,2,
189,1,I’ll be cut up it it doesn’t arrive until 8 or 11pm @AmazonHelp 🤣🤣 https://t.co/2vH7EDh2DS,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [52, 63]}]",,2,
190,4,"Toujours pas de news de la @Fnac (cc @FnacVousAide ?), d' @AmazonFrance (cc @AmazonHelp ) et de @Decitre . 

Le vente de contenu pédopornographique dans vos enseigne de ne vous pose pas de soucis, donc ? https://t.co/zwSUAzGt6F","[{'screen_name': 'Fnac', 'name': 'Fnac', 'id': 8806412, 'id_str': '8806412', 'indices': [27, 32]}, {'screen_name': 'FnacVousAide', 'name': 'Service Client Fnac', 'id': 1903494355, 'id_str': '1903494355', 'indices': [37, 50]}, {'screen_name': 'AmazonFrance', 'name': 'Amazon.fr', 'id': 3823963875, 'id_str': '3823963875', 'indices': [58, 71]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [76, 87]}, {'screen_name': 'Decitre', 'name': 'Decitre', 'id': 257088207, 'id_str': '257088207', 'indices': [96, 104]}]",,2,
191,1,Dear @AmazonHelp I'm a UK customer and struggling to work out how to close my amazon account. Can you help me please?,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [5, 16]}]",,2,
192,1,"Preordered the new prince album back in June for @sazzee2011 which was released on Friday and still not arrived, pretty rubbish right? @AmazonUK @AmazonHelp","[{'screen_name': 'sazzee2011', 'name': 'Sarah Carter', 'id': 298752768, 'id_str': '298752768', 'indices': [49, 60]}, {'screen_name': 'AmazonUK', 'name': 'Amazon.co.uk', 'id': 209004862, 'id_str': '209004862', 'indices': [135, 144]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [145, 156]}]",,2,
193,1,Not worth being a prime member!! @AmazonUK @AmazonHelp https://t.co/GgpbBb6NN3,"[{'screen_name': 'AmazonUK', 'name': 'Amazon.co.uk', 'id': 209004862, 'id_str': '209004862', 'indices': [33, 42]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [43, 54]}]",,2,
194,1,"I've just bought Simon Sebag Montefiore's ""Red Sky at Noon"" for £4 at Tesco's. The same Kindle book via @AmazonUK  cost 20% more. How can they justify that?
@AmazonHelp @AmazonKindle","[{'screen_name': 'AmazonUK', 'name': 'Amazon.co.uk', 'id': 209004862, 'id_str': '209004862', 'indices': [104, 113]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [157, 168]}, {'screen_name': 'AmazonKindle', 'name': 'Kindle', 'id': 84249568, 'id_str': '84249568', 'indices': [169, 182]}]",,2,
195,1,Hey @AmazonHelp your 40% of Star Wars Lego deal of the day isn’t working https://t.co/oPF71Qp0Kj https://t.co/cqaMnoPgGO,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [4, 15]}]",,2,
196,1,"I made updates to my account while traveling so I had ebooks to read. Now I've been locked out of my acct &amp; had purchases reversed due to 'suspicious activity'. Vigilance is good, but checking with me first would be better. Now I'm locked out with nothing to read @AmazonHelp","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [268, 279]}]",,2,
197,1,Sooooo @amazon @AmazonHelp marks my package as delivered yet it is not here? Says left in mail room... don’t have a mail room. Spend $350+ on something with guaranteed delivery and it isn’t here. Awesome.,"[{'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [7, 14]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [15, 26]}]",,2,
198,1,"To: @AmazonHelp, @SpotifyCares
Subject: 
Crank That playback issues
Body: 
When telling Alexa to play Crank That (Soulja Boy), it plays a remix that has guitars in it.
This is not the official version of Crank That (Soulja Boy).
Please amend.","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [4, 15]}, {'screen_name': 'SpotifyCares', 'name': 'SpotifyCares', 'id': 497340309, 'id_str': '497340309', 'indices': [17, 30]}]",,2,
199,1,"++ @amazonIN @AmazonHelp FYI..
I bought the product from your ecomm platform. So, looping you in to let you know your merchant's customer service https://t.co/QkHcnWSneO","[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [3, 12]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [13, 24]}]",,2,
